Insurance Policy,,,,,,,Managed by : Rohit Kapoor,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Policy Number,Start Date,Last Paid Date,Tenure (Years),Date of Purchase,Customer ID,Sum Assured INR/Coverage Amount,Premium Amount,Payment Frequency,Loan Eligible,Loan Amount Allowed,Underwriting expenses,Sales Agent Code,Purchase Month,Purchase Quarter,Purchase Year,Policy Anniversary Date,Claim ID,Policy Type Code,Policy Code,Policy Status,State,RM ID,Zonal Manager ID
TRS-POL-269577,08-07-2018,08-Jul-21,10,08-Jul-18,CUST-721972,1983085.98,86968.44,Monthly,Yes,969741.98,5733.86,AGT-3465,July,Q3,2018,08-Jul-19,CLM-736406,TR-ENDD989,LGA-TRCD-9829,Surrendered,Rajasthan,RMW8C6P3,ZMW3T7P8
TRS-POL-478078,16-04-2019,16-Apr-21,10,16-Apr-19,CUST-976690,1951877.25,65622.28,Monthly,No,950161.75,3316.67,AGT-3465,April,Q2,2019,16-Apr-20,CLM-624172,TR-ENDD989,LGA-TRCD-9829,Surrendered,Rajasthan,RMW8C6P3,ZMW3T7P8
TRS-POL-716726,01-06-2021,01-Jun-23,10,01-Jun-21,CUST-494962,1180622.17,47150.18,Annually,No,491876,6991,AGT-3465,June,Q2,2021,01-Jun-22,CLM-308550,TR-ENDD989,LGA-TRCD-9829,Surrendered,Rajasthan,RMW8C6P3,ZMW3T7P8
TRS-POL-700554,20-09-2023,20-Sep-24,10,20-Sep-23,CUST-308848,1077076.53,95805.71,Annually,Yes,607795.06,4664.18,AGT-3465,September,Q3,2023,20-Sep-24,CLM-783761,TR-ENDD989,LGA-TRCD-9829,Surrendered,Rajasthan,RMW8C6P3,ZMW3T7P8
TRS-POL-723823,26-01-2016,26-Jan-19,10,26-Jan-16,CUST-786598,287349.69,89596.93,Annually,No,117976.83,5953.53,AGT-3465,January,Q1,2016,26-Jan-17,CLM-254838,TR-ENDD989,LGA-TRCD-9829,Surrendered,Rajasthan,RMW8C6P3,ZMW3T7P8
TRS-POL-684312,08-03-2024,07-Apr-25,10,07-Apr-25,CUST-383691,1267803.4,89960.75,Annually,No,389666.09,9048.39,AGT-3465,April,Q2,2025,07-Apr-26,CLM-390376,TR-ENDD989,LGA-TRCD-9829,Surrendered,Rajasthan,RMW8C6P3,ZMW3T7P8
TRS-POL-951150,27-08-2022,27-Aug-23,10,27-Aug-22,CUST-866146,677587.26,16040.36,Annually,No,286633.76,3453.86,AGT-3465,August,Q3,2022,27-Aug-23,CLM-969798,TR-ENDD989,LGA-TRCD-9829,Surrendered,Rajasthan,RMW8C6P3,ZMW3T7P8
TRS-POL-935334,25-12-2015,25-Dec-17,10,25-Dec-15,CUST-772674,730229.99,44586.89,Monthly,Yes,364608.51,3740.98,AGT-3488,December,Q4,2015,25-Dec-16,CLM-364871,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-384061,03-08-2024,03-Aug-24,10,03-Aug-24,CUST-241509,1791809.42,65689.34,Annually,No,659229.9,7370.11,AGT-3488,August,Q3,2024,03-Aug-25,CLM-841432,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-384847,04-10-2024,04-Oct-24,10,04-Oct-24,CUST-508001,676366.17,91967.22,Quarterly,Yes,359236.24,9364.9,AGT-3488,October,Q4,2024,04-Oct-25,CLM-435868,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-905106,17-10-2017,17-Oct-20,10,17-Oct-17,CUST-440234,1282421.79,67108.48,Annually,No,597875.62,8868.61,AGT-3488,October,Q4,2017,17-Oct-18,CLM-176598,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-206576,17-02-2020,17-Feb-22,10,17-Feb-20,CUST-794258,574931.27,53683.86,Monthly,Yes,175567.74,1576.88,AGT-3488,February,Q1,2020,17-Feb-21,CLM-486431,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-961684,04-03-2023,04-Mar-24,10,04-Mar-23,CUST-705747,1511775.24,96421,Quarterly,Yes,588600.31,9567.1,AGT-3488,March,Q1,2023,04-Mar-24,CLM-685334,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-383739,24-09-2018,24-Sep-21,10,24-Sep-18,CUST-733995,1259826.41,12720.99,Monthly,Yes,521384.79,1471.15,AGT-3488,September,Q3,2018,24-Sep-19,CLM-255686,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-657624,29-08-2024,29-Aug-24,10,29-Aug-24,CUST-400798,105427.18,77995.28,Monthly,Yes,61314.52,2745.42,AGT-3488,August,Q3,2024,29-Aug-25,CLM-118138,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-375158,14-08-2016,14-Aug-19,10,14-Aug-16,CUST-915394,1190682.18,7100.65,Quarterly,No,599846.87,1783.35,AGT-3488,August,Q3,2016,14-Aug-17,CLM-658086,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-864935,17-08-2022,17-Aug-23,10,17-Aug-22,CUST-622575,1272438.85,54564.79,Annually,No,481188.27,9322.59,AGT-3488,August,Q3,2022,17-Aug-23,CLM-609741,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-497559,06-09-2015,06-Sep-17,10,06-Sep-15,CUST-803180,1912489.57,50247.26,Annually,No,721866.4,9775.65,AGT-3488,September,Q3,2015,06-Sep-16,CLM-871253,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-737835,08-03-2024,30-Mar-25,10,30-Mar-25,CUST-279862,1508803.38,83951.1,Quarterly,Yes,719805.82,5644,AGT-3488,March,Q1,2025,30-Mar-26,CLM-395129,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-733316,23-12-2018,23-Dec-21,10,23-Dec-18,CUST-538288,1325609.7,76280,Annually,No,686114.64,7373.46,AGT-3488,December,Q4,2018,23-Dec-19,CLM-398944,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-485406,26-06-2017,26-Jun-20,10,26-Jun-17,CUST-688291,516785.42,93401.81,Monthly,Yes,266652.47,5622.59,AGT-3488,June,Q2,2017,26-Jun-18,CLM-108057,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-398062,15-09-2023,15-Sep-24,10,15-Sep-23,CUST-670489,1658912.74,5367.65,Annually,Yes,758504.64,8207.21,AGT-3488,September,Q3,2023,15-Sep-24,CLM-276688,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-913655,05-01-2020,05-Jan-22,10,05-Jan-20,CUST-487212,1302253.47,91225.66,Monthly,No,616173.51,8745.22,AGT-3488,January,Q1,2020,05-Jan-21,CLM-545303,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-349741,26-08-2022,26-Aug-23,10,26-Aug-22,CUST-742422,710042.46,27397.08,Monthly,No,256242.38,2043.44,AGT-3488,August,Q3,2022,26-Aug-23,CLM-782625,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-497840,24-08-2016,24-Aug-19,10,24-Aug-16,CUST-482004,860090.7,42761.96,Annually,Yes,406472.52,9136.34,AGT-3488,August,Q3,2016,24-Aug-17,CLM-597377,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-429232,22-03-2022,22-Mar-23,10,22-Mar-22,CUST-599594,350217.29,22013.84,Quarterly,Yes,167974.1,9725.62,AGT-3488,March,Q1,2022,22-Mar-23,CLM-428039,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-969530,08-03-2024,07-Apr-25,10,07-Apr-25,CUST-105442,1725010.25,22542.31,Annually,No,759381.53,5671.68,AGT-3488,April,Q2,2025,07-Apr-26,CLM-130667,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-132822,08-06-2024,08-Jun-24,10,08-Jun-24,CUST-537193,1978259.45,51677.44,Annually,Yes,771236.07,1496.33,AGT-3488,June,Q2,2024,08-Jun-25,CLM-947858,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-326480,13-07-2024,13-Jul-24,10,13-Jul-24,CUST-524987,1573500.48,68113.96,Quarterly,No,659205.68,6139.6,AGT-3488,July,Q3,2024,13-Jul-25,CLM-587249,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-420785,25-07-2016,25-Jul-19,10,25-Jul-16,CUST-429676,1057597.07,96289.66,Annually,No,577271.3,718.66,AGT-3488,July,Q3,2016,25-Jul-17,CLM-705902,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-747045,06-04-2016,06-Apr-19,10,06-Apr-16,CUST-253472,467828.91,40633.15,Monthly,Yes,255498.78,2818.1,AGT-3488,April,Q2,2016,06-Apr-17,CLM-487371,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-308837,03-10-2015,03-Oct-17,10,03-Oct-15,CUST-364448,424969.93,31490.88,Monthly,Yes,144094.26,3480.06,AGT-3488,October,Q4,2015,03-Oct-16,CLM-909985,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-708108,22-11-2018,22-Nov-21,10,22-Nov-18,CUST-707183,1463912.81,20417.35,Quarterly,No,638812.93,4919.55,AGT-3488,November,Q4,2018,22-Nov-19,CLM-800504,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-711717,09-12-2020,09-Dec-22,10,09-Dec-20,CUST-303378,773342.19,11995.01,Quarterly,No,431925.01,5021.62,AGT-3488,December,Q4,2020,09-Dec-21,CLM-327734,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-868801,14-02-2018,14-Feb-21,10,14-Feb-18,CUST-417284,1787323.85,31431.28,Monthly,Yes,653936.86,5996.81,AGT-3488,February,Q1,2018,14-Feb-19,CLM-862904,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-358613,06-11-2022,06-Nov-23,10,06-Nov-22,CUST-617877,1372390.11,70537.51,Quarterly,No,779426.92,2931.33,AGT-3488,November,Q4,2022,06-Nov-23,CLM-497943,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-776510,23-01-2018,23-Jan-21,10,23-Jan-18,CUST-175019,1911796.06,77663.56,Monthly,Yes,694012.17,538.84,AGT-3488,January,Q1,2018,23-Jan-19,CLM-832323,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-691812,21-01-2016,21-Jan-19,10,21-Jan-16,CUST-572395,1874999.46,40697.96,Monthly,Yes,904600.79,890.03,AGT-3488,January,Q1,2016,21-Jan-17,CLM-146558,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-572446,05-10-2019,05-Oct-21,10,05-Oct-19,CUST-228924,875412.75,59310.21,Quarterly,Yes,458249.88,9203.8,AGT-3488,October,Q4,2019,05-Oct-20,CLM-812294,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-852661,14-03-2019,14-Mar-21,10,14-Mar-19,CUST-768985,280494.42,77549.17,Quarterly,Yes,142071.93,3955.92,AGT-3488,March,Q1,2019,14-Mar-20,CLM-481055,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-693220,09-01-2023,09-Jan-24,10,09-Jan-23,CUST-326819,1135007.88,81492.92,Monthly,No,670493.17,899.41,AGT-3488,January,Q1,2023,09-Jan-24,CLM-860026,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-214418,20-03-2017,20-Mar-20,10,20-Mar-17,CUST-505371,1187653.88,66045.63,Monthly,Yes,390201.28,4691.79,AGT-3488,March,Q1,2017,20-Mar-18,CLM-716509,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-928380,14-05-2018,14-May-21,10,14-May-18,CUST-417601,813863.31,67137.39,Quarterly,No,460044.24,4096.46,AGT-3488,May,Q2,2018,14-May-19,CLM-478472,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-192937,04-08-2017,04-Aug-20,10,04-Aug-17,CUST-652722,856476.75,65349.19,Quarterly,Yes,331215.03,954.08,AGT-3488,August,Q3,2017,04-Aug-18,CLM-776354,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-382814,17-12-2018,17-Dec-21,10,17-Dec-18,CUST-761633,916676.17,54647.73,Annually,Yes,310627.11,2389.03,AGT-3488,December,Q4,2018,17-Dec-19,CLM-215801,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-962036,23-01-2020,23-Jan-22,10,23-Jan-20,CUST-256495,1808302.49,32193.54,Quarterly,Yes,625260.08,6874.66,AGT-3488,January,Q1,2020,23-Jan-21,CLM-465496,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-415384,14-11-2021,14-Nov-23,10,14-Nov-21,CUST-231051,1760463.89,93867.16,Monthly,No,822158.28,2420.66,AGT-3488,November,Q4,2021,14-Nov-22,CLM-113921,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-729039,19-03-2023,19-Mar-24,10,19-Mar-23,CUST-988450,573210.39,39452.18,Monthly,No,228086.54,5621.34,AGT-3488,March,Q1,2023,19-Mar-24,CLM-952287,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-387889,13-10-2019,13-Oct-21,10,13-Oct-19,CUST-464953,1362736.53,93232.89,Monthly,Yes,496533.24,6558.91,AGT-3488,October,Q4,2019,13-Oct-20,CLM-761802,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-475592,02-12-2015,02-Dec-17,10,02-Dec-15,CUST-964126,1233661.13,48063.04,Annually,Yes,480252.11,4687.47,AGT-3488,December,Q4,2015,02-Dec-16,CLM-645951,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-127096,07-01-2020,07-Jan-22,10,07-Jan-20,CUST-744815,1817015.08,97432.63,Annually,Yes,997067.36,4960.44,AGT-3488,January,Q1,2020,07-Jan-21,CLM-777879,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-289720,21-11-2018,21-Nov-21,10,21-Nov-18,CUST-185238,1453654.57,97393.28,Annually,Yes,845473.22,8313.24,AGT-3488,November,Q4,2018,21-Nov-19,CLM-515874,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-125006,21-07-2024,21-Jul-24,10,21-Jul-24,CUST-822711,185854.85,77111.05,Annually,No,71541.96,3860.28,AGT-3488,July,Q3,2024,21-Jul-25,CLM-876346,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-866684,17-08-2019,17-Aug-21,10,17-Aug-19,CUST-866276,682794.69,41814.26,Monthly,Yes,394207.34,6951.42,AGT-3488,August,Q3,2019,17-Aug-20,CLM-684502,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-451445,10-08-2015,10-Aug-17,10,10-Aug-15,CUST-442178,518351.99,51336.98,Annually,Yes,282091.98,3008.81,AGT-3488,August,Q3,2015,10-Aug-16,CLM-128303,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-915175,24-10-2016,24-Oct-19,10,24-Oct-16,CUST-122652,707659.19,94436.5,Quarterly,No,313471.32,6479.13,AGT-3488,October,Q4,2016,24-Oct-17,CLM-962205,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-906423,11-03-2017,11-Mar-20,10,11-Mar-17,CUST-713372,150740.25,31975.25,Annually,Yes,64302.94,8150.45,AGT-3488,March,Q1,2017,11-Mar-18,CLM-233831,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-279589,24-11-2023,24-Nov-24,10,24-Nov-23,CUST-979888,1327714.94,92080.01,Annually,No,432330.27,9538.5,AGT-3488,November,Q4,2023,24-Nov-24,CLM-676040,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-120686,19-08-2023,19-Aug-24,10,19-Aug-23,CUST-658855,1844511.76,7053.81,Quarterly,Yes,673895.73,1549.58,AGT-3488,August,Q3,2023,19-Aug-24,CLM-189771,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-395843,11-01-2023,11-Jan-24,10,11-Jan-23,CUST-684608,439794.28,42155.68,Annually,No,155785.09,1233.33,AGT-3488,January,Q1,2023,11-Jan-24,CLM-192112,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-389139,19-07-2017,19-Jul-20,10,19-Jul-17,CUST-212307,518400.51,91065,Annually,No,270069.5,8001.92,AGT-3488,July,Q3,2017,19-Jul-18,CLM-992153,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-514192,11-09-2021,11-Sep-23,10,11-Sep-21,CUST-323288,1143652.87,28947.76,Monthly,No,429393.67,6855.32,AGT-3488,September,Q3,2021,11-Sep-22,CLM-485393,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-671151,27-03-2016,27-Mar-19,10,27-Mar-16,CUST-572103,1377262.9,42924.98,Annually,Yes,476998,9253.69,AGT-3488,March,Q1,2016,27-Mar-17,CLM-260984,TR-ENDD989,LGA-TRCD-9829,Surrendered,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-308753,22-11-2018,22-Nov-21,10,22-Nov-18,CUST-351290,877657.16,13663.81,Quarterly,Yes,263851.03,573.03,AGT-1498,November,Q4,2018,22-Nov-19,CLM-861106,TR-ENDD989,LGA-TRCD-9829,Surrendered,Telangana,RMS4B9K2,ZMS5Q4R2
TRS-POL-490713,16-10-2015,16-Oct-17,10,16-Oct-15,CUST-459190,1269201.29,32819.18,Monthly,No,638280.02,2668.01,AGT-1498,October,Q4,2015,16-Oct-16,CLM-304516,TR-ENDD989,LGA-TRCD-9829,Surrendered,Telangana,RMS4B9K2,ZMS5Q4R2
TRS-POL-519460,27-10-2023,27-Oct-24,10,27-Oct-23,CUST-379978,803816.1,44362.9,Annually,Yes,480265.94,2059.98,AGT-1498,October,Q4,2023,27-Oct-24,CLM-989249,TR-ENDD989,LGA-TRCD-9829,Surrendered,Telangana,RMS4B9K2,ZMS5Q4R2
TRS-POL-370029,04-11-2024,04-Nov-24,10,04-Nov-24,CUST-555994,1351544.66,82617.84,Monthly,No,690498.45,3408.77,AGT-1800,November,Q4,2024,04-Nov-25,CLM-744511,TR-ENDD989,LGA-TRCD-9829,Surrendered,Karnataka,RMS4B9K2,ZMS5Q4R2
TRS-POL-147199,14-07-2017,14-Jul-20,10,14-Jul-17,CUST-359179,944944.92,38891.1,Annually,Yes,558708.14,5060.76,AGT-1800,July,Q3,2017,14-Jul-18,CLM-328327,TR-ENDD989,LGA-TRCD-9829,Surrendered,Karnataka,RMS4B9K2,ZMS5Q4R2
TRS-POL-526128,08-03-2024,15-Jun-25,10,15-Jun-25,CUST-470554,376740.52,9469.52,Quarterly,Yes,119621.75,6425.85,AGT-4509,June,Q2,2025,15-Jun-26,CLM-188570,TR-ENDD989,LGA-TRCD-9829,Surrendered,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-795537,11-04-2024,11-Apr-24,10,11-Apr-24,CUST-775577,357842.94,96195.21,Annually,No,214093.02,4885.73,AGT-4509,April,Q2,2024,11-Apr-25,CLM-430659,TR-ENDD989,LGA-TRCD-9829,Surrendered,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-715966,04-03-2018,04-Mar-21,10,04-Mar-18,CUST-605321,1063794.25,11210.54,Monthly,No,468302.07,3443.65,AGT-4509,March,Q1,2018,04-Mar-19,CLM-248815,TR-ENDD989,LGA-TRCD-9829,Surrendered,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-860886,13-03-2021,13-Mar-23,10,13-Mar-21,CUST-158070,1098606.22,64934.42,Quarterly,Yes,330863.75,5567.68,AGT-4509,March,Q1,2021,13-Mar-22,CLM-138775,TR-ENDD989,LGA-TRCD-9829,Surrendered,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-576926,20-11-2023,20-Nov-24,10,20-Nov-23,CUST-356037,943027.96,33371.08,Annually,No,493841.73,4911.75,AGT-4509,November,Q4,2023,20-Nov-24,CLM-639209,TR-ENDD989,LGA-TRCD-9829,Surrendered,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-127431,14-09-2016,14-Sep-19,10,14-Sep-16,CUST-494199,1382258.11,92546.95,Annually,Yes,782723.82,3395.44,AGT-4509,September,Q3,2016,14-Sep-17,CLM-649050,TR-ENDD989,LGA-TRCD-9829,Surrendered,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-231937,29-12-2016,29-Dec-19,10,29-Dec-16,CUST-427178,1006099.43,81094.37,Annually,No,416643.36,1624.14,AGT-4509,December,Q4,2016,29-Dec-17,CLM-513108,TR-ENDD989,LGA-TRCD-9829,Surrendered,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-935328,30-09-2016,30-Sep-19,10,30-Sep-16,CUST-874585,1748234.16,55548.49,Quarterly,No,997084.54,4179.25,AGT-4509,September,Q3,2016,30-Sep-17,CLM-467282,TR-ENDD989,LGA-TRCD-9829,Surrendered,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-460608,15-12-2015,15-Dec-17,10,15-Dec-15,CUST-250252,393508.03,63483.59,Quarterly,No,126817,5649.57,AGT-4509,December,Q4,2015,15-Dec-16,CLM-820940,TR-ENDD989,LGA-TRCD-9829,Surrendered,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-125066,15-12-2018,15-Dec-21,10,15-Dec-18,CUST-469251,430718.72,93375.85,Quarterly,Yes,160997.44,3301.92,AGT-4509,December,Q4,2018,15-Dec-19,CLM-987203,TR-ENDD989,LGA-TRCD-9829,Surrendered,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-425510,10-04-2019,10-Apr-21,10,10-Apr-19,CUST-817613,869815.24,12138.69,Quarterly,No,502953.2,8221.34,AGT-4509,April,Q2,2019,10-Apr-20,CLM-572461,TR-ENDD989,LGA-TRCD-9829,Surrendered,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-184607,04-04-2022,04-Apr-23,10,04-Apr-22,CUST-587032,1104558.22,32531.53,Annually,No,551012.85,4801.19,AGT-4509,April,Q2,2022,04-Apr-23,CLM-131250,TR-ENDD989,LGA-TRCD-9829,Surrendered,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-865620,13-10-2020,13-Oct-22,10,13-Oct-20,CUST-182982,1796379.93,20831.34,Monthly,Yes,829483.58,7432.64,AGT-4509,October,Q4,2020,13-Oct-21,CLM-854502,TR-ENDD989,LGA-TRCD-9829,Surrendered,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-965653,21-01-2023,21-Jan-24,10,21-Jan-23,CUST-115629,799574.27,69339.67,Monthly,Yes,312865.65,1256.7,AGT-4509,January,Q1,2023,21-Jan-24,CLM-211994,TR-ENDD989,LGA-TRCD-9829,Surrendered,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-965897,29-10-2022,29-Oct-23,10,29-Oct-22,CUST-345136,541427.72,75763.69,Quarterly,No,286116.87,8355.48,AGT-4509,October,Q4,2022,29-Oct-23,CLM-186097,TR-ENDD989,LGA-TRCD-9829,Surrendered,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-822495,04-05-2016,04-May-19,10,04-May-16,CUST-795469,1926306.19,7843.5,Quarterly,Yes,616405.34,2784.82,AGT-4509,May,Q2,2016,04-May-17,CLM-674355,TR-ENDD989,LGA-TRCD-9829,Surrendered,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-907798,27-07-2020,27-Jul-22,10,27-Jul-20,CUST-459201,192896.3,53151.46,Quarterly,Yes,87002.5,9005.2,AGT-4509,July,Q3,2020,27-Jul-21,CLM-559759,TR-ENDD989,LGA-TRCD-9829,Surrendered,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-873456,16-03-2017,16-Mar-20,10,16-Mar-17,CUST-118089,1834285.45,87098.24,Quarterly,No,1076159.95,6702.24,AGT-4509,March,Q1,2017,16-Mar-18,CLM-843869,TR-ENDD989,LGA-TRCD-9829,Surrendered,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-571930,08-03-2024,08-Mar-25,10,08-Mar-25,CUST-266837,902098.43,23697.88,Monthly,No,405318.87,890.68,AGT-4509,March,Q1,2025,08-Mar-26,CLM-712574,TR-ENDD989,LGA-TRCD-9829,Surrendered,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-140973,11-12-2021,11-Dec-23,10,11-Dec-21,CUST-767173,440917.3,67171.21,Quarterly,No,244985.67,9611.35,AGT-4509,December,Q4,2021,11-Dec-22,CLM-487559,TR-ENDD989,LGA-TRCD-9829,Surrendered,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
